,variable,value
28207,Item_Count,16935
28208,Item_Count,36291
28209,Item_Count,113619
28210,Item_Count,27130
28211,Item_Count,13407
28212,Item_Count,23871
28213,Item_Count,7184
28214,Item_Count,16920
28215,Item_Count,38975
28216,Item_Count,81596
28217,Item_Count,7892
28218,Item_Count,134191
28219,Item_Count,76
28220,Item_Count,233386
28221,Item_Count,137004
28222,Item_Count,66237
28223,Item_Count,32980
28224,Item_Count,183075
28225,Item_Count,70284
28226,Item_Count,5406
28227,Item_Count,40523
28228,Item_Count,22778
28229,Item_Count,274
28230,Item_Count,12144
28231,Item_Count,11425
28232,Item_Count,14856
28233,Item_Count,1036
28234,Item_Count,3881
28235,Item_Count,73280
28236,Item_Count,178819
28237,Item_Count,191177
28238,Item_Count,15757
28239,Item_Count,2638
28240,Item_Count,8
28241,Item_Count,50338
28242,Item_Count,22002
28243,Item_Count,36575
28244,Item_Count,8187
28245,Item_Count,1
28246,Item_Count,4027
28247,Item_Count,771
28248,Item_Count,1158
28249,Item_Count,42826
28250,Item_Count,13735
28251,Item_Count,6388
28252,Item_Count,34832
28253,Item_Count,12144
28254,Item_Count,13566
28255,Item_Count,8870
28256,Item_Count,2388
28257,Item_Count,31048
28258,Item_Count,38748
28259,Item_Count,17836
28260,Item_Count,8377
28261,Item_Count,20680
28262,Item_Count,3
28263,Item_Count,371786
28264,Item_Count,123906
28265,Item_Count,21396
28266,Item_Count,21832
28267,Item_Count,68071
28268,Item_Count,16150
28269,Item_Count,2117
28270,Item_Count,13153
28271,Item_Count,576
28272,Item_Count,191
28273,Item_Count,2326
28274,Item_Count,3599
28275,Item_Count,2632
28276,Item_Count,241
28277,Item_Count,349
28278,Item_Count,4814
28279,Item_Count,242591
28280,Item_Count,29333
28281,Item_Count,23423
28282,Item_Count,805
28283,Item_Count,12
28284,Item_Count,9259
28285,Item_Count,13726
28286,Item_Count,680
28287,Item_Count,7587
28288,Item_Count,3120
28289,Item_Count,7220
28290,Item_Count,18762
28291,Item_Count,716
28292,Item_Count,44820
28293,Item_Count,51447
28294,Item_Count,505725
28295,Item_Count,25720
28296,Item_Count,39902
28297,Item_Count,30371
28298,Item_Count,64791
28299,Item_Count,50519
28300,Item_Count,170427
28301,Item_Count,27939
28302,Item_Count,29060
28303,Item_Count,87067
28304,Item_Count,7
28305,Item_Count,190175
28306,Item_Count,59913
28307,Item_Count,82314
28308,Item_Count,13959
28309,Item_Count,651150
28310,Item_Count,72923
28311,Item_Count,7386
28312,Item_Count,94951
28313,Item_Count,7140
28314,Item_Count,4663
28315,Item_Count,15211
28316,Item_Count,7482
28317,Item_Count,12245
28318,Item_Count,5895
28319,Item_Count,1119
28320,Item_Count,77390
28321,Item_Count,119003
28322,Item_Count,123572
28323,Item_Count,112360
28324,Item_Count,27610
28325,Item_Count,7222
28326,Item_Count,103
28327,Item_Count,42337
28328,Item_Count,4741
28329,Item_Count,64752
28330,Item_Count,833
28331,Item_Count,1371
28332,Item_Count,2017
28333,Item_Count,9
28334,Item_Count,5738
28335,Item_Count,10120
28336,Item_Count,12350
28337,Item_Count,1859
28338,Item_Count,443
28339,Item_Count,673
28340,Item_Count,682
28341,Item_Count,999
28342,Item_Count,5369
28343,Item_Count,618
28344,Item_Count,480
28345,Item_Count,25950
28346,Item_Count,11434
28347,Item_Count,2
28348,Item_Count,16965
28349,Item_Count,6008
28350,Item_Count,7534
28351,Item_Count,8888
28352,Item_Count,6672
28353,Item_Count,595
28354,Item_Count,8877
28355,Item_Count,2543
28356,Item_Count,58
28357,Item_Count,6356
28358,Item_Count,5390
28359,Item_Count,727
28360,Item_Count,110
28361,Item_Count,136
28362,Item_Count,25254
28363,Item_Count,9408
28364,Item_Count,20234
28365,Item_Count,2244
28366,Item_Count,364
28367,Item_Count,7405
28368,Item_Count,2827
28369,Item_Count,502
28370,Item_Count,4995
28371,Item_Count,1
28372,Item_Count,220
28373,Item_Count,10903
28374,Item_Count,2903
28375,Item_Count,4731
28376,Item_Count,13653
28377,Item_Count,25195
28378,Item_Count,70443
28379,Item_Count,13098
28380,Item_Count,2436
28381,Item_Count,6918
28382,Item_Count,6174
28383,Item_Count,245
28384,Item_Count,7944
28385,Item_Count,2420
28386,Item_Count,967
28387,Item_Count,1675
28388,Item_Count,73433
28389,Item_Count,6502
28390,Item_Count,28579
28391,Item_Count,30082
28392,Item_Count,30166
28393,Item_Count,14566
28394,Item_Count,382
28395,Item_Count,22234
28396,Item_Count,34
28397,Item_Count,1128
28398,Item_Count,9772
28399,Item_Count,12325
28400,Item_Count,995
28401,Item_Count,1231
28402,Item_Count,9
28403,Item_Count,50827
28404,Item_Count,9441
28405,Item_Count,2022
28406,Item_Count,1757
28407,Item_Count,2486
28408,Item_Count,42
28409,Item_Count,1130
28410,Item_Count,23333
28411,Item_Count,11761
28412,Item_Count,394
28413,Item_Count,17591
28414,Item_Count,9643
28415,Item_Count,9101
28416,Item_Count,106
28417,Item_Count,48752
28418,Item_Count,55324
28419,Item_Count,92236
28420,Item_Count,15011
28421,Item_Count,12103
28422,Item_Count,20323
28423,Item_Count,9270
28424,Item_Count,31764
28425,Item_Count,52589
28426,Item_Count,8153
28427,Item_Count,5801
28428,Item_Count,45600
28429,Item_Count,206
28430,Item_Count,105640
28431,Item_Count,41176
28432,Item_Count,30740
28433,Item_Count,7846
28434,Item_Count,100691
28435,Item_Count,22834
28436,Item_Count,3317
28437,Item_Count,52236
28438,Item_Count,3121
28439,Item_Count,7566
28440,Item_Count,907
28441,Item_Count,21901
28442,Item_Count,26967
28443,Item_Count,16022
28444,Item_Count,607
28445,Item_Count,131634
28446,Item_Count,71511
28447,Item_Count,49726
28448,Item_Count,12546
28449,Item_Count,3180
28450,Item_Count,25
28451,Item_Count,14988
28452,Item_Count,37585
28453,Item_Count,1972
28454,Item_Count,20148
28455,Item_Count,1043
28456,Item_Count,7996
28457,Item_Count,23859
28458,Item_Count,30
28459,Item_Count,16324
28460,Item_Count,35044
28461,Item_Count,103787
28462,Item_Count,25675
28463,Item_Count,11119
28464,Item_Count,23083
28465,Item_Count,16516
28466,Item_Count,37356
28467,Item_Count,72133
28468,Item_Count,7650
28469,Item_Count,217355
28470,Item_Count,7087
28471,Item_Count,126398
28472,Item_Count,7
28473,Item_Count,121323
28474,Item_Count,62586
28475,Item_Count,30716
28476,Item_Count,172368
28477,Item_Count,67767
28478,Item_Count,5445
28479,Item_Count,36697
28480,Item_Count,20766
28481,Item_Count,265
28482,Item_Count,11994
28483,Item_Count,10948
28484,Item_Count,12135
28485,Item_Count,1217
28486,Item_Count,2745
28487,Item_Count,69632
28488,Item_Count,172462
28489,Item_Count,179699
28490,Item_Count,13283
28491,Item_Count,2286
28492,Item_Count,4
28493,Item_Count,20624
28494,Item_Count,35242
28495,Item_Count,7303
28496,Item_Count,46658
28497,Item_Count,2
28498,Item_Count,3967
28499,Item_Count,1009
28500,Item_Count,1239
28501,Item_Count,41418
28502,Item_Count,15779
28503,Item_Count,5390
28504,Item_Count,33749
28505,Item_Count,12077
28506,Item_Count,9744
28507,Item_Count,8277
28508,Item_Count,2386
28509,Item_Count,29406
28510,Item_Count,32245
28511,Item_Count,18201
28512,Item_Count,7185
28513,Item_Count,20132
28514,Item_Count,371461
28515,Item_Count,113826
28516,Item_Count,20003
28517,Item_Count,24159
28518,Item_Count,60102
28519,Item_Count,15382
28520,Item_Count,1556
28521,Item_Count,12709
28522,Item_Count,473
28523,Item_Count,188
28524,Item_Count,2357
28525,Item_Count,3509
28526,Item_Count,2176
28527,Item_Count,423
28528,Item_Count,249
28529,Item_Count,3673
28530,Item_Count,232369
28531,Item_Count,27415
28532,Item_Count,18885
28533,Item_Count,851
28534,Item_Count,1
28535,Item_Count,8675
28536,Item_Count,13437
28537,Item_Count,582
28538,Item_Count,6853
28539,Item_Count,3023
28540,Item_Count,7105
28541,Item_Count,19492
28542,Item_Count,733
28543,Item_Count,39401
28544,Item_Count,25006
28545,Item_Count,45952
28546,Item_Count,465019
28547,Item_Count,36694
28548,Item_Count,59053
28549,Item_Count,27371
28550,Item_Count,43549
28551,Item_Count,152980
28552,Item_Count,34867
28553,Item_Count,32203
28554,Item_Count,81632
28555,Item_Count,6
28556,Item_Count,179426
28557,Item_Count,54579
28558,Item_Count,72702
28559,Item_Count,14500
28560,Item_Count,599021
28561,Item_Count,75374
28562,Item_Count,7991
28563,Item_Count,84239
28564,Item_Count,6572
28565,Item_Count,4207
28566,Item_Count,15886
28567,Item_Count,7348
28568,Item_Count,11419
28569,Item_Count,6054
28570,Item_Count,840
28571,Item_Count,74597
28572,Item_Count,6714
28573,Item_Count,112729
28574,Item_Count,112863
28575,Item_Count,27630
28576,Item_Count,68
28577,Item_Count,98710
28578,Item_Count,45597
28579,Item_Count,3838
28580,Item_Count,65782
28581,Item_Count,721
28582,Item_Count,1097
28583,Item_Count,1900
28584,Item_Count,15
28585,Item_Count,5233
28586,Item_Count,9952
28587,Item_Count,11111
28588,Item_Count,1698
28589,Item_Count,315
28590,Item_Count,5787
28591,Item_Count,639
28592,Item_Count,638
28593,Item_Count,928
28594,Item_Count,573
28595,Item_Count,435
28596,Item_Count,23627
28597,Item_Count,3
28598,Item_Count,15801
28599,Item_Count,5629
28600,Item_Count,10029
28601,Item_Count,6275
28602,Item_Count,8698
28603,Item_Count,6055
28604,Item_Count,433
28605,Item_Count,7856
28606,Item_Count,2595
28607,Item_Count,67
28608,Item_Count,6317
28609,Item_Count,4611
28610,Item_Count,776
28611,Item_Count,149
28612,Item_Count,116
28613,Item_Count,24509
28614,Item_Count,8177
28615,Item_Count,18311
28616,Item_Count,2233
28617,Item_Count,323
28618,Item_Count,6
28619,Item_Count,6845
28620,Item_Count,2419
28621,Item_Count,225
28622,Item_Count,424
28623,Item_Count,4591
28624,Item_Count,1172
28625,Item_Count,8357
28626,Item_Count,25925
28627,Item_Count,33
28628,Item_Count,17049
28629,Item_Count,35178
28630,Item_Count,113561
28631,Item_Count,29886
28632,Item_Count,12948
28633,Item_Count,24429
28634,Item_Count,18691
28635,Item_Count,40374
28636,Item_Count,80973
28637,Item_Count,8106
28638,Item_Count,7502
28639,Item_Count,132305
28640,Item_Count,11
28641,Item_Count,221977
28642,Item_Count,184402
28643,Item_Count,126321
28644,Item_Count,65926
28645,Item_Count,34128
28646,Item_Count,70610
28647,Item_Count,5516
28648,Item_Count,40240
28649,Item_Count,22055
28650,Item_Count,1917
28651,Item_Count,12565
28652,Item_Count,10598
28653,Item_Count,14962
28654,Item_Count,897
28655,Item_Count,3742
28656,Item_Count,68790
28657,Item_Count,187463
28658,Item_Count,188163
28659,Item_Count,15893
28660,Item_Count,2840
28661,Item_Count,6
28662,Item_Count,22949
28663,Item_Count,36834
28664,Item_Count,8655
28665,Item_Count,49402
28666,Item_Count,5
28667,Item_Count,1161
28668,Item_Count,4369
28669,Item_Count,1659
28670,Item_Count,17829
28671,Item_Count,6821
28672,Item_Count,28296
28673,Item_Count,44507
28674,Item_Count,14527
28675,Item_Count,10081
28676,Item_Count,7886
28677,Item_Count,2556
28678,Item_Count,34625
28679,Item_Count,32340
28680,Item_Count,18060
28681,Item_Count,7924
28682,Item_Count,21989
28683,Item_Count,359914
28684,Item_Count,109975
28685,Item_Count,21819
28686,Item_Count,16401
28687,Item_Count,63774
28688,Item_Count,15172
28689,Item_Count,2408
28690,Item_Count,12150
28691,Item_Count,493
28692,Item_Count,216
28693,Item_Count,1982
28694,Item_Count,3033
28695,Item_Count,192598
28696,Item_Count,3353
28697,Item_Count,2398
28698,Item_Count,303
28699,Item_Count,30771
28700,Item_Count,21726
28701,Item_Count,4824
28702,Item_Count,768
28703,Item_Count,2
28704,Item_Count,8888
28705,Item_Count,13948
28706,Item_Count,757
28707,Item_Count,7660
28708,Item_Count,1013
28709,Item_Count,2209
28710,Item_Count,8391
28711,Item_Count,20368
28712,Item_Count,45263
28713,Item_Count,48399
28714,Item_Count,532376
28715,Item_Count,43068
28716,Item_Count,32235
28717,Item_Count,72007
28718,Item_Count,32962
28719,Item_Count,48836
28720,Item_Count,171467
28721,Item_Count,35114
28722,Item_Count,39842
28723,Item_Count,90872
28724,Item_Count,6
28725,Item_Count,187097
28726,Item_Count,53735
28727,Item_Count,79642
28728,Item_Count,14108
28729,Item_Count,715678
28730,Item_Count,82942
28731,Item_Count,8993
28732,Item_Count,103358
28733,Item_Count,6921
28734,Item_Count,5212
28735,Item_Count,19997
28736,Item_Count,1238
28737,Item_Count,8914
28738,Item_Count,14645
28739,Item_Count,6954
28740,Item_Count,73382
28741,Item_Count,130669
28742,Item_Count,132866
28743,Item_Count,31907
28744,Item_Count,7412
28745,Item_Count,25
28746,Item_Count,115830
28747,Item_Count,52530
28748,Item_Count,4816
28749,Item_Count,70961
28750,Item_Count,784
28751,Item_Count,1083
28752,Item_Count,2028
28753,Item_Count,9
28754,Item_Count,4920
28755,Item_Count,9631
28756,Item_Count,12542
28757,Item_Count,1955
28758,Item_Count,412
28759,Item_Count,836
28760,Item_Count,1100
28761,Item_Count,1119
28762,Item_Count,6342
28763,Item_Count,696
28764,Item_Count,554
28765,Item_Count,25494
28766,Item_Count,3
28767,Item_Count,16137
28768,Item_Count,5574
28769,Item_Count,10973
28770,Item_Count,6870
28771,Item_Count,9487
28772,Item_Count,6170
28773,Item_Count,675
28774,Item_Count,6412
28775,Item_Count,8125
28776,Item_Count,2944
28777,Item_Count,260
28778,Item_Count,4678
28779,Item_Count,781
28780,Item_Count,93
28781,Item_Count,113
28782,Item_Count,23021
28783,Item_Count,9345
28784,Item_Count,20080
28785,Item_Count,3242
28786,Item_Count,364
28787,Item_Count,3
28788,Item_Count,8506
28789,Item_Count,2655
28790,Item_Count,485
28791,Item_Count,5170
28792,Item_Count,1
28793,Item_Count,223
28794,Item_Count,10081
28795,Item_Count,3290
28796,Item_Count,5146
28797,Item_Count,17321
28798,Item_Count,27929
28799,Item_Count,7137
28800,Item_Count,73306
28801,Item_Count,16068
28802,Item_Count,8034
28803,Item_Count,281
28804,Item_Count,2499
28805,Item_Count,8430
28806,Item_Count,2445
28807,Item_Count,1134
28808,Item_Count,1833
28809,Item_Count,75731
28810,Item_Count,7448
28811,Item_Count,28260
28812,Item_Count,11143
28813,Item_Count,34882
28814,Item_Count,16193
28815,Item_Count,465
28816,Item_Count,25981
28817,Item_Count,70
28818,Item_Count,970
28819,Item_Count,8976
28820,Item_Count,10199
28821,Item_Count,1095
28822,Item_Count,1662
28823,Item_Count,16
28824,Item_Count,52098
28825,Item_Count,10374
28826,Item_Count,2259
28827,Item_Count,1763
28828,Item_Count,11850
28829,Item_Count,2432
28830,Item_Count,48
28831,Item_Count,24014
28832,Item_Count,365
28833,Item_Count,1165
28834,Item_Count,9294
28835,Item_Count,18097
28836,Item_Count,9315
28837,Item_Count,135
28838,Item_Count,49078
28839,Item_Count,56244
28840,Item_Count,103629
28841,Item_Count,18060
28842,Item_Count,13371
28843,Item_Count,21202
28844,Item_Count,10457
28845,Item_Count,33186
28846,Item_Count,59476
28847,Item_Count,7987
28848,Item_Count,6476
28849,Item_Count,50250
28850,Item_Count,233
28851,Item_Count,109669
28852,Item_Count,43844
28853,Item_Count,33037
28854,Item_Count,3723
28855,Item_Count,7833
28856,Item_Count,114738
28857,Item_Count,24203
28858,Item_Count,52823
28859,Item_Count,3304
28860,Item_Count,1081
28861,Item_Count,23052
28862,Item_Count,27656
28863,Item_Count,8691
28864,Item_Count,17375
28865,Item_Count,737
28866,Item_Count,131999
28867,Item_Count,77698
28868,Item_Count,52831
28869,Item_Count,14928
28870,Item_Count,3257
28871,Item_Count,7
28872,Item_Count,16374
28873,Item_Count,38095
28874,Item_Count,2802
28875,Item_Count,23284
28876,Item_Count,8586
28877,Item_Count,3360
28878,Item_Count,4576
28879,Item_Count,17162
28880,Item_Count,28590
28881,Item_Count,70466
28882,Item_Count,13883
28883,Item_Count,7499
28884,Item_Count,6901
28885,Item_Count,289
28886,Item_Count,2424
28887,Item_Count,8548
28888,Item_Count,2505
28889,Item_Count,1037
28890,Item_Count,1712
28891,Item_Count,72556
28892,Item_Count,7807
28893,Item_Count,26358
28894,Item_Count,389
28895,Item_Count,8936
28896,Item_Count,34175
28897,Item_Count,15126
28898,Item_Count,25196
28899,Item_Count,61
28900,Item_Count,1120
28901,Item_Count,9300
28902,Item_Count,9128
28903,Item_Count,1092
28904,Item_Count,1406
28905,Item_Count,9
28906,Item_Count,52471
28907,Item_Count,10647
28908,Item_Count,2315
28909,Item_Count,2259
28910,Item_Count,2452
28911,Item_Count,46
28912,Item_Count,24463
28913,Item_Count,12354
28914,Item_Count,328
28915,Item_Count,1131
28916,Item_Count,86
28917,Item_Count,9011
28918,Item_Count,17260
28919,Item_Count,9119
28920,Item_Count,47776
28921,Item_Count,54885
28922,Item_Count,96042
28923,Item_Count,14725
28924,Item_Count,12494
28925,Item_Count,20908
28926,Item_Count,10108
28927,Item_Count,35732
28928,Item_Count,63715
28929,Item_Count,8416
28930,Item_Count,7334
28931,Item_Count,48925
28932,Item_Count,202
28933,Item_Count,110157
28934,Item_Count,45608
28935,Item_Count,33096
28936,Item_Count,7799
28937,Item_Count,108369
28938,Item_Count,23876
28939,Item_Count,3476
28940,Item_Count,52646
28941,Item_Count,3227
28942,Item_Count,1364
28943,Item_Count,15920
28944,Item_Count,22222
28945,Item_Count,28554
28946,Item_Count,8492
28947,Item_Count,745
28948,Item_Count,137317
28949,Item_Count,75204
28950,Item_Count,53758
28951,Item_Count,13714
28952,Item_Count,3112
28953,Item_Count,10
28954,Item_Count,15608
28955,Item_Count,38731
28956,Item_Count,2196
28957,Item_Count,21154
28958,Item_Count,1222
28959,Item_Count,7852
28960,Item_Count,24748
28961,Item_Count,22
28962,Item_Count,15649
28963,Item_Count,34581
28964,Item_Count,105082
28965,Item_Count,27070
28966,Item_Count,12925
28967,Item_Count,23352
28968,Item_Count,17285
28969,Item_Count,42452
28970,Item_Count,79905
28971,Item_Count,7279
28972,Item_Count,7688
28973,Item_Count,134572
28974,Item_Count,5
28975,Item_Count,222679
28976,Item_Count,126817
28977,Item_Count,69091
28978,Item_Count,65830
28979,Item_Count,34701
28980,Item_Count,173863
28981,Item_Count,5424
28982,Item_Count,38857
28983,Item_Count,20949
28984,Item_Count,1972
28985,Item_Count,12180
28986,Item_Count,10352
28987,Item_Count,13159
28988,Item_Count,898
28989,Item_Count,3444
28990,Item_Count,67219
28991,Item_Count,174435
28992,Item_Count,191972
28993,Item_Count,17420
28994,Item_Count,2502
28995,Item_Count,4
28996,Item_Count,21271
28997,Item_Count,36735
28998,Item_Count,7843
28999,Item_Count,49246
29000,Item_Count,1
29001,Item_Count,4717
29002,Item_Count,1152
29003,Item_Count,1218
29004,Item_Count,12858
29005,Item_Count,5818
29006,Item_Count,30745
29007,Item_Count,44708
29008,Item_Count,11682
29009,Item_Count,9549
29010,Item_Count,8574
29011,Item_Count,2317
29012,Item_Count,33616
29013,Item_Count,34052
29014,Item_Count,14321
29015,Item_Count,8119
29016,Item_Count,22427
29017,Item_Count,392272
29018,Item_Count,119250
29019,Item_Count,22113
29020,Item_Count,23656
29021,Item_Count,60768
29022,Item_Count,16583
29023,Item_Count,1549
29024,Item_Count,11866
29025,Item_Count,496
29026,Item_Count,3370
29027,Item_Count,209
29028,Item_Count,2181
29029,Item_Count,3151
29030,Item_Count,246
29031,Item_Count,257
29032,Item_Count,234843
29033,Item_Count,29320
29034,Item_Count,21670
29035,Item_Count,4620
29036,Item_Count,905
29037,Item_Count,15
29038,Item_Count,9805
29039,Item_Count,12804
29040,Item_Count,579
29041,Item_Count,7205
29042,Item_Count,2703
29043,Item_Count,8602
29044,Item_Count,22416
29045,Item_Count,714
29046,Item_Count,49117
29047,Item_Count,52395
29048,Item_Count,508851
29049,Item_Count,41162
29050,Item_Count,30695
29051,Item_Count,67098
29052,Item_Count,30734
29053,Item_Count,54821
29054,Item_Count,185744
29055,Item_Count,35873
29056,Item_Count,35177
29057,Item_Count,93181
29058,Item_Count,6
29059,Item_Count,186009
29060,Item_Count,56407
29061,Item_Count,82736
29062,Item_Count,14246
29063,Item_Count,684534
29064,Item_Count,86667
29065,Item_Count,8904
29066,Item_Count,104767
29067,Item_Count,8476
29068,Item_Count,6881
29069,Item_Count,5183
29070,Item_Count,19115
29071,Item_Count,14836
29072,Item_Count,7036
29073,Item_Count,1072
29074,Item_Count,75895
29075,Item_Count,130969
29076,Item_Count,131844
29077,Item_Count,28829
29078,Item_Count,6915
29079,Item_Count,24
29080,Item_Count,107417
29081,Item_Count,52273
29082,Item_Count,5235
29083,Item_Count,70779
29084,Item_Count,691
29085,Item_Count,1065
29086,Item_Count,1823
29087,Item_Count,3
29088,Item_Count,4866
29089,Item_Count,9627
29090,Item_Count,11680
29091,Item_Count,1868
29092,Item_Count,318
29093,Item_Count,808
29094,Item_Count,1151
29095,Item_Count,1517
29096,Item_Count,5184
29097,Item_Count,609
29098,Item_Count,16606
29099,Item_Count,428
29100,Item_Count,25190
29101,Item_Count,6105
29102,Item_Count,11127
29103,Item_Count,7618
29104,Item_Count,9393
29105,Item_Count,6180
29106,Item_Count,581
29107,Item_Count,8684
29108,Item_Count,2442
29109,Item_Count,317
29110,Item_Count,6033
29111,Item_Count,4344
29112,Item_Count,783
29113,Item_Count,108
29114,Item_Count,130
29115,Item_Count,23419
29116,Item_Count,8269
29117,Item_Count,20154
29118,Item_Count,4125
29119,Item_Count,340
29120,Item_Count,1
29121,Item_Count,7363
29122,Item_Count,2495
29123,Item_Count,467
29124,Item_Count,5498
29125,Item_Count,223
29126,Item_Count,8485
29127,Item_Count,3393
29128,Item_Count,3657
29129,Item_Count,1
29130,Item_Count,18964
29131,Item_Count,30800
29132,Item_Count,67033
29133,Item_Count,13726
29134,Item_Count,7433
29135,Item_Count,6270
29136,Item_Count,287
29137,Item_Count,2161
29138,Item_Count,8160
29139,Item_Count,2213
29140,Item_Count,1160
29141,Item_Count,1520
29142,Item_Count,9870
29143,Item_Count,72015
29144,Item_Count,7427
29145,Item_Count,25873
29146,Item_Count,32376
29147,Item_Count,15056
29148,Item_Count,395
29149,Item_Count,23500
29150,Item_Count,54
29151,Item_Count,1055
29152,Item_Count,8654
29153,Item_Count,11009
29154,Item_Count,896
29155,Item_Count,1541
29156,Item_Count,7
29157,Item_Count,54394
29158,Item_Count,9821
29159,Item_Count,2170
29160,Item_Count,1706
29161,Item_Count,2606
29162,Item_Count,49
29163,Item_Count,23593
29164,Item_Count,11279
29165,Item_Count,367
29166,Item_Count,1074
29167,Item_Count,9970
29168,Item_Count,18681
29169,Item_Count,8445
29170,Item_Count,90
29171,Item_Count,50299
29172,Item_Count,55573
29173,Item_Count,90002
29174,Item_Count,14479
29175,Item_Count,13108
29176,Item_Count,20516
29177,Item_Count,10340
29178,Item_Count,30828
29179,Item_Count,55902
29180,Item_Count,8007
29181,Item_Count,6144
29182,Item_Count,43613
29183,Item_Count,147
29184,Item_Count,102173
29185,Item_Count,42898
29186,Item_Count,29918
29187,Item_Count,7412
29188,Item_Count,107299
29189,Item_Count,21688
29190,Item_Count,3460
29191,Item_Count,21221
29192,Item_Count,51677
29193,Item_Count,3008
29194,Item_Count,1246
29195,Item_Count,27830
29196,Item_Count,7738
29197,Item_Count,16417
29198,Item_Count,701
29199,Item_Count,138437
29200,Item_Count,71716
29201,Item_Count,51715
29202,Item_Count,12853
29203,Item_Count,3259
29204,Item_Count,11
29205,Item_Count,14387
29206,Item_Count,34828
29207,Item_Count,2654
29208,Item_Count,21065
29209,Item_Count,1264
29210,Item_Count,8440
29211,Item_Count,25077
29212,Item_Count,37
29213,Item_Count,17362
29214,Item_Count,33732
29215,Item_Count,102917
29216,Item_Count,25771
29217,Item_Count,36686
29218,Item_Count,11932
29219,Item_Count,22402
29220,Item_Count,17607
29221,Item_Count,73477
29222,Item_Count,6836
29223,Item_Count,6057
29224,Item_Count,127445
29225,Item_Count,5
29226,Item_Count,206106
29227,Item_Count,115953
29228,Item_Count,58822
29229,Item_Count,32552
29230,Item_Count,170925
29231,Item_Count,66446
29232,Item_Count,5375
29233,Item_Count,37550
29234,Item_Count,20482
29235,Item_Count,2071
29236,Item_Count,11634
29237,Item_Count,11307
29238,Item_Count,13084
29239,Item_Count,951
29240,Item_Count,3501
29241,Item_Count,68518
29242,Item_Count,173200
29243,Item_Count,183942
29244,Item_Count,20394
29245,Item_Count,14538
29246,Item_Count,2652
29247,Item_Count,7
29248,Item_Count,33153
29249,Item_Count,8331
29250,Item_Count,47713
29251,Item_Count,3
29252,Item_Count,5458
29253,Item_Count,1258
29254,Item_Count,1309
29255,Item_Count,13825
29256,Item_Count,7728
29257,Item_Count,27836
29258,Item_Count,7760
29259,Item_Count,35648
29260,Item_Count,12197
29261,Item_Count,7910
29262,Item_Count,2079
29263,Item_Count,31416
29264,Item_Count,32192
29265,Item_Count,14844
29266,Item_Count,6132
29267,Item_Count,21809
29268,Item_Count,356570
29269,Item_Count,104009
29270,Item_Count,20479
29271,Item_Count,23786
29272,Item_Count,57275
29273,Item_Count,10505
29274,Item_Count,688
29275,Item_Count,11849
29276,Item_Count,472
29277,Item_Count,174
29278,Item_Count,2183
29279,Item_Count,3733
29280,Item_Count,3172
29281,Item_Count,338
29282,Item_Count,256
29283,Item_Count,220596
29284,Item_Count,29364
29285,Item_Count,15
29286,Item_Count,20907
29287,Item_Count,4078
29288,Item_Count,856
29289,Item_Count,8667
29290,Item_Count,10241
29291,Item_Count,603
29292,Item_Count,6842
29293,Item_Count,2920
29294,Item_Count,7547
29295,Item_Count,20812
29296,Item_Count,780
29297,Item_Count,50902
29298,Item_Count,33791
29299,Item_Count,51922
29300,Item_Count,476171
29301,Item_Count,45400
29302,Item_Count,65856
29303,Item_Count,27740
29304,Item_Count,48212
29305,Item_Count,173041
29306,Item_Count,36818
29307,Item_Count,34495
29308,Item_Count,86503
29309,Item_Count,1
29310,Item_Count,165343
29311,Item_Count,52352
29312,Item_Count,77436
29313,Item_Count,14219
29314,Item_Count,676416
29315,Item_Count,79507
29316,Item_Count,8368
29317,Item_Count,105228
29318,Item_Count,6549
29319,Item_Count,4241
29320,Item_Count,16827
29321,Item_Count,10117
29322,Item_Count,14002
29323,Item_Count,7089
29324,Item_Count,1196
29325,Item_Count,80776
29326,Item_Count,7010
29327,Item_Count,124652
29328,Item_Count,141991
29329,Item_Count,24840
29330,Item_Count,51
29331,Item_Count,103192
29332,Item_Count,49439
29333,Item_Count,4886
29334,Item_Count,64764
29335,Item_Count,753
29336,Item_Count,1134
29337,Item_Count,1982
29338,Item_Count,5
29339,Item_Count,5050
29340,Item_Count,9358
29341,Item_Count,12424
29342,Item_Count,1649
29343,Item_Count,421
29344,Item_Count,562
29345,Item_Count,974
29346,Item_Count,1196
29347,Item_Count,5371
29348,Item_Count,626
29349,Item_Count,406
29350,Item_Count,23569
29351,Item_Count,2
29352,Item_Count,14822
29353,Item_Count,5773
29354,Item_Count,5843
29355,Item_Count,10361
29356,Item_Count,6633
29357,Item_Count,8962
29358,Item_Count,534
29359,Item_Count,8240
29360,Item_Count,2760
29361,Item_Count,290
29362,Item_Count,5824
29363,Item_Count,4565
29364,Item_Count,777
29365,Item_Count,85
29366,Item_Count,126
29367,Item_Count,23103
29368,Item_Count,8661
29369,Item_Count,20166
29370,Item_Count,2479
29371,Item_Count,310
29372,Item_Count,6677
29373,Item_Count,2374
29374,Item_Count,545
29375,Item_Count,5342
29376,Item_Count,1
29377,Item_Count,222
29378,Item_Count,1101
29379,Item_Count,9469
29380,Item_Count,25272
29381,Item_Count,29
29382,Item_Count,29620
29383,Item_Count,17955
29384,Item_Count,36258
29385,Item_Count,113245
29386,Item_Count,12453
29387,Item_Count,23000
29388,Item_Count,18000
29389,Item_Count,41423
