ENDUSE,District,Weight,Value,Item_Count,Date
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WILMINGTON, NC",4112209,33448839,1973,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHARLESTON, SC",73285596,549577276,26205,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAVANNAH, GA",78514433,1539244807,26512,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","TAMPA, FL",12215602,1032459274,16322,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MOBILE, AL",24205800,253380366,6140,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW ORLEANS, LA",27464329,471774264,18881,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LAREDO, TX",1473166,6670317871,323090,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","EL PASO, TX",2246940,1280955977,103981,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN DIEGO, CA",996177,1168302796,16987,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NOGALES, AZ",42601,466350115,23403,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LOS ANGELES, CA",182177284,2544217526,62613,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN FRANCISCO, CA",20701920,711570938,10793,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","COLUMBIA-SNAKE, OR",4035024,605023325,2090,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SEATTLE, WA",28727361,580567373,10321,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ANCHORAGE, AK",0,4765632,532,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MINNEAPOLIS, MN",3996843,39657444,1921,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HONOLULU, HI",73554,24936404,133,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","GREAT FALLS, MT",1911271,43611536,1638,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PEMBINA, ND",36048,92516895,3152,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DULUTH, MN",0,1736617,226,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MILWAUKEE, WI",128684,4646476,279,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DETROIT, MI",18088501,4084100133,215322,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHICAGO, IL",52343054,544186314,26187,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CLEVELAND, OH",48984082,581495012,21981,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. LOUIS, MO",13551056,60537165,3981,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN JUAN, PR",3416886,126577681,970,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES",U.S. VIRGIN ISLANDS,40875,187224,18,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MIAMI, FL",11815651,146267471,7501,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HOUSTON-GALVESTON, TX",17229047,262055259,9338,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WASHINGTON, DC",1348,9284164,823,2019-02-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DALLAS-FORT WORTH, TX",23542130,123303888,7384,2019-02-01
CONSUMER GOODS,"PORTLAND, ME",704169,215469230,2612,2019-02-01
CONSUMER GOODS,"ST. ALBANS, VT",0,45022947,6375,2019-02-01
CONSUMER GOODS,"BOSTON, MA",25103191,480656793,17708,2019-02-01
CONSUMER GOODS,"PROVIDENCE, RI",2668,8661633,610,2019-02-01
CONSUMER GOODS,"OGDENSBURG, NY",4940,453451596,48709,2019-02-01
CONSUMER GOODS,"BUFFALO, NY",459538,537632534,46320,2019-02-01
CONSUMER GOODS,"NEW YORK CITY, NY",501337359,7581327058,446312,2019-02-01
CONSUMER GOODS,"PHILADELPHIA, PA",27054892,1551286180,36070,2019-02-01
CONSUMER GOODS,"BALTIMORE, MD",60714275,498626369,25470,2019-02-01
CONSUMER GOODS,"NORFOLK, VA",167548314,995125698,61302,2019-02-01
CONSUMER GOODS,"WILMINGTON, NC",31693515,314572938,17497,2019-02-01
CONSUMER GOODS,"CHARLESTON, SC",100682706,721746153,44939,2019-02-01
CONSUMER GOODS,"SAVANNAH, GA",310946560,2976157118,133278,2019-02-01
CONSUMER GOODS,"TAMPA, FL",46856807,369289326,29604,2019-02-01
CONSUMER GOODS,"MOBILE, AL",35019088,399512172,23182,2019-02-01
CONSUMER GOODS,"EL PASO, TX",4062910,410476597,51085,2019-02-01
CONSUMER GOODS,"NEW ORLEANS, LA",58859909,1718027462,72288,2019-02-01
CONSUMER GOODS,"PORT ARTHUR, TX",0,621367,11,2019-02-01
CONSUMER GOODS,"LAREDO, TX",814164,1537956108,161678,2019-02-01
CONSUMER GOODS,"SAN DIEGO, CA",2127059,780085976,62564,2019-02-01
CONSUMER GOODS,"NOGALES, AZ",5958691,112798655,11901,2019-02-01
CONSUMER GOODS,"LOS ANGELES, CA",1168959245,9822636546,567559,2019-02-01
CONSUMER GOODS,"SAN FRANCISCO, CA",105202367,811391814,67736,2019-02-01
CONSUMER GOODS,"COLUMBIA-SNAKE, OR",8959436,66123024,5867,2019-02-01
CONSUMER GOODS,"SEATTLE, WA",177114880,1389186063,91472,2019-02-01
CONSUMER GOODS,"ANCHORAGE, AK",11808,52750989,5025,2019-02-01
CONSUMER GOODS,"HONOLULU, HI",3281213,19854232,3774,2019-02-01
CONSUMER GOODS,"GREAT FALLS, MT",22670008,195556516,14728,2019-02-01
CONSUMER GOODS,"PEMBINA, ND",4662,88076139,8199,2019-02-01
CONSUMER GOODS,"MINNEAPOLIS, MN",18312610,176359387,11544,2019-02-01
CONSUMER GOODS,"DULUTH, MN",70954,48294325,4603,2019-02-01
CONSUMER GOODS,"MILWAUKEE, WI",633263,19767806,1018,2019-02-01
CONSUMER GOODS,"DETROIT, MI",8380317,965640949,65312,2019-02-01
CONSUMER GOODS,"CHICAGO, IL",144019680,5001579469,103789,2019-02-01
CONSUMER GOODS,"CLEVELAND, OH",84543802,2112364834,125709,2019-02-01
CONSUMER GOODS,"ST. LOUIS, MO",59764519,449051929,27402,2019-02-01
CONSUMER GOODS,"SAN JUAN, PR",15494163,752189474,6734,2019-02-01
CONSUMER GOODS,U.S. VIRGIN ISLANDS,62004,1580546,80,2019-02-01
CONSUMER GOODS,"MIAMI, FL",82573327,1530092273,96124,2019-02-01
CONSUMER GOODS,"HOUSTON-GALVESTON, TX",114133744,588736914,32699,2019-02-01
CONSUMER GOODS,"WASHINGTON, DC",684402,568539516,3901,2019-02-01
CONSUMER GOODS,"DALLAS-FORT WORTH, TX",80357027,1975777450,56960,2019-02-01
OTHER GOODS,"PROVIDENCE, RI",4045,29601,6,2019-02-01
OTHER GOODS,"PORTLAND, ME",28871,111093820,577,2019-02-01
OTHER GOODS,"ST. ALBANS, VT",0,17333968,1140,2019-02-01
OTHER GOODS,"BOSTON, MA",569612,90659781,1955,2019-02-01
OTHER GOODS,"OGDENSBURG, NY",0,106058013,4632,2019-02-01
OTHER GOODS,"BUFFALO, NY",33138,170881579,9085,2019-02-01
OTHER GOODS,"NEW YORK CITY, NY",5448986,893855429,10976,2019-02-01
OTHER GOODS,"PHILADELPHIA, PA",634345,270817060,2037,2019-02-01
OTHER GOODS,"BALTIMORE, MD",793908,21649567,281,2019-02-01
OTHER GOODS,"NORFOLK, VA",2111796,45678241,800,2019-02-01
OTHER GOODS,"WILMINGTON, NC",484304,13094822,686,2019-02-01
OTHER GOODS,"CHARLESTON, SC",1227653,60874312,821,2019-02-01
OTHER GOODS,"SAVANNAH, GA",3385585,273423994,5385,2019-02-01
OTHER GOODS,"TAMPA, FL",233077,32815907,643,2019-02-01
OTHER GOODS,"MOBILE, AL",358488,116492826,164,2019-02-01
OTHER GOODS,"NEW ORLEANS, LA",742080,544474678,24137,2019-02-01
OTHER GOODS,"LAREDO, TX",7684,195050618,14532,2019-02-01
OTHER GOODS,"EL PASO, TX",5209,56473140,5397,2019-02-01
OTHER GOODS,"SAN DIEGO, CA",617,146053858,9548,2019-02-01
OTHER GOODS,"NOGALES, AZ",6904,127693442,5281,2019-02-01
OTHER GOODS,"LOS ANGELES, CA",4250511,364271275,8035,2019-02-01
OTHER GOODS,"SAN FRANCISCO, CA",1494751,174193577,5558,2019-02-01
OTHER GOODS,"COLUMBIA-SNAKE, OR",99612,10744411,497,2019-02-01
OTHER GOODS,"SEATTLE, WA",2285613,161215117,6801,2019-02-01
OTHER GOODS,"ANCHORAGE, AK",0,93052481,2342,2019-02-01
OTHER GOODS,"HONOLULU, HI",17246,17306744,66,2019-02-01
OTHER GOODS,"GREAT FALLS, MT",156484,104935784,3951,2019-02-01
OTHER GOODS,"PEMBINA, ND",0,122579748,4190,2019-02-01
OTHER GOODS,"MINNEAPOLIS, MN",1067978,24112373,623,2019-02-01
OTHER GOODS,"DULUTH, MN",0,1830701,67,2019-02-01
OTHER GOODS,"MILWAUKEE, WI",210,6093989,118,2019-02-01
OTHER GOODS,"ST. LOUIS, MO",1217788,45641014,2306,2019-02-01
OTHER GOODS,"DETROIT, MI",580047,506173917,19392,2019-02-01
OTHER GOODS,"CHICAGO, IL",2212527,1019116526,8647,2019-02-01
OTHER GOODS,"CLEVELAND, OH",1397971,407921601,17658,2019-02-01
OTHER GOODS,"SAN JUAN, PR",314814,16084976,342,2019-02-01
OTHER GOODS,U.S. VIRGIN ISLANDS,15608,148494,10,2019-02-01
OTHER GOODS,"MIAMI, FL",4048207,416408458,7032,2019-02-01
OTHER GOODS,"HOUSTON-GALVESTON, TX",3016300,178625287,2116,2019-02-01
OTHER GOODS,"WASHINGTON, DC",0,32092987,466,2019-02-01
OTHER GOODS,"DALLAS-FORT WORTH, TX",169160,242612561,4445,2019-02-01
OTHER GOODS,VESSELS UNDER OWN POWER,0,30904856,2,2019-02-01
OTHER GOODS,LOW VALUE,0,1421678391,220,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","PORTLAND, ME",76662111,161802891,7355,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","ST. ALBANS, VT",0,47213778,2792,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","BOSTON, MA",31911619,109022974,3572,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","PROVIDENCE, RI",0,1515954,3,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","OGDENSBURG, NY",0,183043579,12804,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","BUFFALO, NY",241616,270584908,23927,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","NEW YORK CITY, NY",654001249,1654223292,60037,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","PHILADELPHIA, PA",348373789,770134269,14229,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","BALTIMORE, MD",75380893,264538420,5936,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","NORFOLK, VA",69880495,183320016,5202,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","WILMINGTON, NC",2245354,13326755,200,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","CHARLESTON, SC",33409570,101245746,2187,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","SAVANNAH, GA",94405382,387971716,6559,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","TAMPA, FL",114529436,185130206,2731,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","MOBILE, AL",45367814,20476495,906,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","NEW ORLEANS, LA",59254112,151732779,1191,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","LAREDO, TX",749879,1511853934,82750,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","EL PASO, TX",1546631,156112740,6191,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","SAN DIEGO, CA",54035882,385828686,27381,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","NOGALES, AZ",19580,448877966,40517,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","LOS ANGELES, CA",377599838,915727090,29195,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","SAN FRANCISCO, CA",157656166,397300945,10427,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","COLUMBIA-SNAKE, OR",5299948,7299537,271,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","SEATTLE, WA",62662919,325024350,16778,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","ANCHORAGE, AK",412671,1240435,20,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","HONOLULU, HI",5090349,14787458,967,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","GREAT FALLS, MT",3527594,226393741,8148,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","MILWAUKEE, WI",0,2880975,4,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","PEMBINA, ND",0,230993616,10650,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","MINNEAPOLIS, MN",5052681,17448239,550,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","DULUTH, MN",0,40908501,1235,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","DETROIT, MI",4009615,552335780,41791,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","CHICAGO, IL",87472417,234164935,7151,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","CLEVELAND, OH",13942537,59242608,1707,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","ST. LOUIS, MO",18294652,56612898,1895,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","SAN JUAN, PR",58002217,76307310,2382,2019-02-01
"FOODS, FEEDS, AND BEVERAGES",U.S. VIRGIN ISLANDS,853681,1011967,59,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","MIAMI, FL",238896463,554179281,25117,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","HOUSTON-GALVESTON, TX",152626589,319330036,8488,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","WASHINGTON, DC",1686,10875258,316,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","DALLAS-FORT WORTH, TX",4484068,20143129,973,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PORTLAND, ME",7249259,350942198,8158,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ST. ALBANS, VT",0,235015083,16273,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BOSTON, MA",33365696,511510694,8030,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PROVIDENCE, RI",24,80894927,71,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"OGDENSBURG, NY",32537,1108296891,45261,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BUFFALO, NY",2859553,887606819,51405,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NEW YORK CITY, NY",587854224,3897013405,87756,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PHILADELPHIA, PA",86819485,1277609025,15016,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"BALTIMORE, MD",214450569,759814581,11813,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NORFOLK, VA",202200558,459918144,18654,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"WILMINGTON, NC",41081116,229371475,9092,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CHARLESTON, SC",270474980,920469461,29206,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAVANNAH, GA",343545021,1103628883,49102,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"TAMPA, FL",175650930,487717726,7017,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MOBILE, AL",61188010,795233569,5093,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NEW ORLEANS, LA",219845283,2257198000,41238,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PORT ARTHUR, TX",5330030,790619913,199,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"LAREDO, TX",2906700,1287757805,102289,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"EL PASO, TX",4775050,258882661,38559,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN DIEGO, CA",740802,201207666,27498,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"NOGALES, AZ",742580,166110281,6694,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SEATTLE, WA",141721405,1341206164,44820,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"LOS ANGELES, CA",605722869,2886661055,87969,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN FRANCISCO, CA",297345370,1389587971,18677,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"COLUMBIA-SNAKE, OR",20391243,174472729,3153,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ANCHORAGE, AK",3448954,82506798,2740,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"HONOLULU, HI",18717690,147294573,835,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"GREAT FALLS, MT",23861843,1154788460,18878,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"PEMBINA, ND",7820,583065833,24349,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MINNEAPOLIS, MN",29805775,559019992,6683,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DULUTH, MN",3370,489621170,14698,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MILWAUKEE, WI",161744,3409450,664,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DETROIT, MI",27236832,2175943085,118571,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CHICAGO, IL",201403748,2716801059,65832,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"CLEVELAND, OH",131252773,742555448,47275,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"ST. LOUIS, MO",88453145,493712413,12319,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"SAN JUAN, PR",130514366,461128395,2913,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,U.S. VIRGIN ISLANDS,87272,91069593,21,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"MIAMI, FL",180597556,439038438,13186,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"HOUSTON-GALVESTON, TX",502276662,3249807891,28013,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"WASHINGTON, DC",10638,28616173,2485,2019-02-01
INDUSTRIAL SUPPLIES AND MATERIALS,"DALLAS-FORT WORTH, TX",61720704,491902599,19871,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORTLAND, ME",606777,123844524,761,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. ALBANS, VT",0,544049051,7954,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BOSTON, MA",9472224,535997070,23630,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PROVIDENCE, RI",3505,1177117,23,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","OGDENSBURG, NY",1550,306793906,15010,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BUFFALO, NY",1555185,477205512,32729,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW YORK CITY, NY",123351480,3047546600,96845,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PHILADELPHIA, PA",18889049,505957905,26271,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BALTIMORE, MD",35736850,653548430,11917,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NORFOLK, VA",61990942,767820401,20563,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","TAMPA, FL",42131217,442060600,5865,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WILMINGTON, NC",19079421,335388295,15143,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHARLESTON, SC",83160701,1203061921,34006,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAVANNAH, GA",137815989,2653204480,66872,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MOBILE, AL",11565878,263896438,5434,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW ORLEANS, LA",48281178,3330796510,117214,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORT ARTHUR, TX",0,26269682,16,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LAREDO, TX",4909367,3859687011,197010,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","EL PASO, TX",8349216,2677623244,112802,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN DIEGO, CA",625452,1086481090,54382,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NOGALES, AZ",505032,547104311,29222,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LOS ANGELES, CA",302162239,6412350848,150716,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN FRANCISCO, CA",48427852,2481900045,60039,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","COLUMBIA-SNAKE, OR",4208774,136998856,4530,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SEATTLE, WA",53794426,2026578212,36222,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ANCHORAGE, AK",147915,943595835,18717,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HONOLULU, HI",504718,13917357,221,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","GREAT FALLS, MT",16176084,329401526,11290,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PEMBINA, ND",237273,254246587,11311,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MINNEAPOLIS, MN",15677880,289829165,11017,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DULUTH, MN",19130,10072905,738,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MILWAUKEE, WI",3549193,40039580,3295,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DETROIT, MI",11240338,1781314871,64425,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHICAGO, IL",107663954,3954933166,157901,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CLEVELAND, OH",50521676,3432409224,158099,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. LOUIS, MO",35734390,379811654,13277,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN JUAN, PR",4811827,75660874,2528,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",U.S. VIRGIN ISLANDS,0,7843,2,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DALLAS-FORT WORTH, TX",31826332,1481072196,43714,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MIAMI, FL",20301773,743247129,20554,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HOUSTON-GALVESTON, TX",103808186,1421296873,29800,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WASHINGTON, DC",3174,195276461,8183,2019-02-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",VESSELS UNDER OWN POWER,0,300137,4,2019-02-01
"FOODS, FEEDS, AND BEVERAGES","PORTLAND, ME",5745192,167417273,8609,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","OGDENSBURG, NY",0,209168983,14116,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","ST. ALBANS, VT",0,51367395,2976,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","BOSTON, MA",85872352,130060688,4579,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","PROVIDENCE, RI",0,1513626,3,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","BUFFALO, NY",312617,301273868,26081,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","NEW YORK CITY, NY",724790605,1875918990,71959,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","PHILADELPHIA, PA",397458766,849766125,16110,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","BALTIMORE, MD",105503083,299195699,7788,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","NORFOLK, VA",84753333,210323786,6896,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","WILMINGTON, NC",3387454,19591732,317,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","CHARLESTON, SC",39505710,117185307,2613,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","SAVANNAH, GA",128217530,945125913,9471,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","TAMPA, FL",119702135,173345402,3338,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","MOBILE, AL",52330686,24665288,1051,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","NEW ORLEANS, LA",42100793,129424931,1806,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","LAREDO, TX",656575,1725061043,92133,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","EL PASO, TX",976973,148737051,6122,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","SAN DIEGO, CA",51431720,487091970,32567,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","NOGALES, AZ",144768,549780854,47420,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","LOS ANGELES, CA",427570923,1039527536,33068,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","SAN FRANCISCO, CA",213997629,523872338,14534,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","COLUMBIA-SNAKE, OR",5150528,9456145,351,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","SEATTLE, WA",90922074,419867479,20905,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","ANCHORAGE, AK",0,1252001,14,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","HONOLULU, HI",5566558,15937907,974,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","GREAT FALLS, MT",3513773,305488825,10304,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","PEMBINA, ND",0,283153347,12424,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","MINNEAPOLIS, MN",5923973,20751448,766,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","DULUTH, MN",0,62917592,2059,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","MILWAUKEE, WI",1617,1591127,4,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","ST. LOUIS, MO",18996512,55338875,1661,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","DETROIT, MI",6478837,611707390,47673,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","CHICAGO, IL",76350904,273598172,8795,2019-03-01
"FOODS, FEEDS, AND BEVERAGES","CLEVELAND, OH",14546146,64400213,1894,2019-03-01
